year,huc8,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2015,18020111,135109.7775270194,56574.56367139518,78535.21394491196,135109.7775270194,56574.56367139518,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,307.220947265625,307.220947265625,0,307.220947265625,307.220947265625,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,.61420524,.48213828,.89044446,,,.2006212,.25
2016,18020111,135133.0992128104,56597.8853571862,78535.21394491196,135133.0992128104,56597.8853571862,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,330.5426330566406,330.5426330566406,0,330.5426330566406,330.5426330566406,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,1,1,1,,,1,1
2017,18020111,135047.0548097342,56511.84095411003,78535.21394491196,135047.0548097342,56511.84095411003,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,244.4982299804688,244.4982299804688,0,244.4982299804688,244.4982299804688,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,1,1,1,,,1,1
2018,18020111,135103.7029115409,56568.48905591667,78535.21394491196,135103.7029115409,56568.48905591667,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,301.1463317871094,301.1463317871094,0,301.1463317871094,301.1463317871094,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,1,1,1,,,1,1
2019,18020111,135046.6140901297,56511.40023450553,78535.21394491196,135046.6140901297,56511.40023450553,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,244.0575103759766,244.0575103759766,0,244.0575103759766,244.0575103759766,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,1,1,1,,,1,1
2020,18020111,135168.7337037772,56633.519848153,78535.21394491196,135168.7337037772,56633.519848153,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,366.1771240234375,366.1771240234375,0,366.1771240234375,366.1771240234375,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,.85649586,.80535436,.96348149,,,.69954222,.75
2021,18020111,135141.0003358573,56605.78648023307,78535.21394491196,135141.0003358573,56605.78648023307,78535.21394491196,251742.9208833426,159773.3397695273,91969.58110237122,0,0,0,0,0,0,0,0,0,338.4437561035156,338.4437561035156,0,338.4437561035156,338.4437561035156,0,116940.3635787964,103505.9965600967,13434.36717414856,0,0,0,0,0,0,134802.5576173514,56267.34272415936,78535.21498775482,.73221368,.63558406,.93426669,,,.43748233,.55000001
1993,18020115,2760.608103312552,2754.608103312552,6,2760.608103312552,2754.608103312552,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,196.7007446289063,196.7007446289063,0,196.7007446289063,196.7007446289063,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
1994,18020115,2755.047510661185,2749.047510661185,6,2755.091318644583,2749.091318644583,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,191.1401519775391,191.1401519775391,0,191.1839599609375,191.1839599609375,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.65491211,.6497798,.75404805,,,.37812617,.75
1995,18020115,2750.207682169974,2744.207682169974,6,2750.163889445364,2744.163889445364,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,186.3003234863281,186.3003234863281,0,186.2565307617188,186.2565307617188,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.99720663,1,.9508096,,,1,.94999999
1996,18020115,2738.943522013724,2732.943522013724,6,2738.943522013724,2732.943522013724,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,175.0361480712891,175.0361480712891,0,175.0361480712891,175.0361480712891,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
1997,18020115,2756.275187052786,2750.275187052786,6,2756.275187052786,2750.275187052786,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,192.3678283691406,192.3678283691406,0,192.3678283691406,192.3678283691406,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.94769734,.94764304,.9508096,,,.9070316,.94999999
1998,18020115,2731.591990031302,2725.591990031302,6,2731.591990031302,2725.591990031302,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,167.6846160888672,167.6846160888672,0,167.6846160888672,167.6846160888672,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
1999,18020115,2777.219980753958,2771.219980753958,6,2777.219980753958,2771.219980753958,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,213.3126220703125,213.3126220703125,0,213.3126220703125,213.3126220703125,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.99720663,1,.9508096,,,1,.94999999
2000,18020115,2776.055750407279,2770.055750407279,6,2776.055750407279,2770.055750407279,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,212.1483917236328,212.1483917236328,0,212.1483917236328,212.1483917236328,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2001,18020115,2786.02300504595,2780.02300504595,6,2786.02300504595,2780.02300504595,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,222.1156463623047,222.1156463623047,0,222.1156463623047,222.1156463623047,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.79358274,.79057211,.85242879,,,.6281262,.84999996
2002,18020115,2807.08632902056,2801.08632902056,6,2807.100184001029,2801.100184001029,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,243.1789703369141,243.1789703369141,0,243.1928100585938,243.1928100585938,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2003,18020115,2788.490595377982,2782.490595377982,6,2788.528589762747,2782.528589762747,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,224.5832366943359,224.5832366943359,0,224.6212310791016,224.6212310791016,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2004,18020115,2817.969172038138,2811.969172038138,6,2817.948236979544,2811.948236979544,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,254.0618286132813,254.0618286132813,0,254.0408935546875,254.0408935546875,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2005,18020115,2786.757288493216,2780.757288493216,6,2787.093836344779,2781.093836344779,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,222.8499298095703,222.8499298095703,0,223.1864776611328,223.1864776611328,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2006,18020115,2780.465967692435,2774.465967692435,6,2780.775461710989,2774.775461710989,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,216.5586090087891,216.5586090087891,0,216.8681030273438,216.8681030273438,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2007,18020115,2806.40777067095,2800.40777067095,6,2805.730799235404,2799.730799235404,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,242.5003967285156,242.5003967285156,0,241.8234405517578,241.8234405517578,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2008,18020115,2811.207331217825,2805.207331217825,6,2811.60732511431,2805.60732511431,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,247.2999725341797,247.2999725341797,0,247.6999664306641,247.6999664306641,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.68897748,.68585819,.75404805,,,.44218931,.75
2009,18020115,2792.857660807669,2786.857660807669,6,2792.476984538138,2786.476984538138,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,228.9502868652344,228.9502868652344,0,228.5696258544922,228.5696258544922,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.68897748,.68585819,.75404805,,,.44218931,.75
2010,18020115,2785.069422282279,2779.069422282279,6,2785.467157877982,2779.467157877982,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,221.1620483398438,221.1620483398438,0,221.5597839355469,221.5597839355469,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2011,18020115,2783.855265177786,2777.855265177786,6,2783.675241984427,2777.675241984427,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,219.9479064941406,219.9479064941406,0,219.7678833007813,219.7678833007813,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2012,18020115,2797.811823405325,2791.811823405325,6,2797.670740641654,2791.670740641654,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,233.9044494628906,233.9044494628906,0,233.7633819580078,233.7633819580078,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2013,18020115,2825.158411540091,2819.158411540091,6,2825.389643229544,2819.389643229544,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,261.2510375976563,261.2510375976563,0,261.4822692871094,261.4822692871094,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.8762269,.8691076,1,,,.7675789,1
2014,18020115,2747.747828043997,2741.747828043997,6,2747.440271891654,2741.440271891654,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,183.8404693603516,183.8404693603516,0,183.5329132080078,183.5329132080078,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.46766269,.46653044,.5080961,,,.052736618,.5
2015,18020115,2730.795221842825,2724.795221842825,6,2730.775568522513,2724.775568522513,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,166.8878631591797,166.8878631591797,0,166.8682098388672,166.8682098388672,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.45369563,.46653044,.26214415,,,.052736618,.25
2016,18020115,2796.670435465872,2790.670435465872,6,2796.670435465872,2790.670435465872,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,232.7630920410156,232.7630920410156,0,232.7630920410156,232.7630920410156,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2017,18020115,2786.812372721732,2780.812372721732,6,2787.341517008841,2781.341517008841,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,222.9050140380859,222.9050140380859,0,223.4341430664063,223.4341430664063,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2018,18020115,2791.714350260794,2785.714350260794,6,2791.185205973685,2785.185205973685,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,227.8069915771484,227.8069915771484,0,227.2778625488281,227.2778625488281,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2019,18020115,2778.211267985404,2772.211267985404,6,2778.502405680716,2772.502405680716,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,214.3039093017578,214.3039093017578,0,214.5950469970703,214.5950469970703,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,1,1,1,,,1,1
2020,18020115,2787.12734464556,2781.12734464556,6,2787.39785245806,2781.39785245806,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,223.219970703125,223.219970703125,0,223.4905090332031,223.4905090332031,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.73848671,.73821515,.75404805,,,.53515774,.75
2021,18020115,2736.746790446341,2730.746790446341,6,2736.18511442095,2730.18511442095,6,6226.151405848563,5855.602167643607,370.5492382049561,0,0,0,0,0,0,0,0,0,172.8394165039063,172.8394165039063,0,172.2777557373047,172.2777557373047,0,3662.243970870972,3297.694732666016,364.5492382049561,0,0,0,0,0,0,2563.907362498343,2557.907362498343,6,.45369563,.46653044,.26214415,,,.052736618,.25
1993,18020116,174381.903016001,173444.9218787774,936.9811388924718,174381.903016001,173444.9218787774,936.9811388924718,174381.95969823,173444.9218787774,937.0378211215138,.1811501383781433,0,.1811501383781433,.2909505665302277,0,.2909505665302277,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
1994,18020116,174381.9546263069,173444.9218787774,937.0327491983771,174381.9546263069,173444.9218787774,937.0327491983771,174381.95969823,173444.9218787774,937.0378211215138,.2327604442834854,0,.2327604442834854,.3130545616149902,0,.3130545616149902,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999934,1,.9998731,,.5,,
1995,18020116,174381.8994519413,173444.9218787774,936.9775748327374,174381.8994519413,173444.9218787774,936.9775748327374,174381.95969823,173444.9218787774,937.0378211215138,.1775860786437988,0,.1775860786437988,.3351585865020752,0,.3351585865020752,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
1996,18020116,174381.8895479739,173444.9218787774,936.9676708653569,174381.8895479739,173444.9218787774,936.9676708653569,174381.95969823,173444.9218787774,937.0378211215138,.1676821112632751,0,.1676821112632751,.3572626113891602,0,.3572626113891602,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
1997,18020116,174381.8706310391,173444.9218787774,936.9487539306283,174381.8706310391,173444.9218787774,936.9487539306283,174381.95969823,173444.9218787774,937.0378211215138,.1487651765346527,0,.1487651765346527,.3791952729225159,0,.3791952729225159,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
1998,18020116,174381.9055176973,173444.9218787774,936.98364058882,174381.9055176973,173444.9218787774,936.98364058882,174381.95969823,173444.9218787774,937.0378211215138,.1836518347263336,0,.1836518347263336,.4012992978096008,0,.4012992978096008,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
1999,18020116,174381.9036328495,173444.9218787774,936.9817557409406,174381.9036328495,173444.9218787774,936.9817557409406,174381.95969823,173444.9218787774,937.0378211215138,.1817669868469238,0,.1817669868469238,.5431762337684631,0,.5431762337684631,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
2000,18020116,174381.8917755038,173444.9218787774,936.9698983952403,174381.8917755038,173444.9218787774,936.9698983952403,174381.95969823,173444.9218787774,937.0378211215138,.1699096411466599,0,.1699096411466599,.5594543814659119,0,.5594543814659119,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999988,1,.99997461,,.89999998,,
2001,18020116,174382.042117089,173444.9218787774,937.1202399805188,174382.042117089,173444.9218787774,937.1202399805188,174381.95969823,173444.9218787774,937.0378211215138,.3202512264251709,0,.3202512264251709,.7102414965629578,0,.7102414965629578,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999917,1,.99984515,,.38999999,,
2002,18020116,174381.9574707001,173444.9218787774,937.0355935916305,174381.9574707001,173444.9218787774,937.0355935916305,174381.95969823,173444.9218787774,937.0378211215138,.2356048375368118,0,.2356048375368118,.7230926752090454,0,.7230926752090454,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999958,1,.99992388,,.69999999,,
2003,18020116,174381.983892709,173444.9218787774,937.0620156005025,174381.983892709,173444.9218787774,937.0620156005025,174381.95969823,173444.9218787774,937.0378211215138,.262026846408844,0,.262026846408844,.7359438538551331,0,.7359438538551331,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999988,1,.99997461,,.89999998,,
2004,18020116,174382.0006163716,173444.9218787774,937.0787392631173,174382.0006163716,173444.9218787774,937.0787392631173,174381.95969823,173444.9218787774,937.0378211215138,.2787505090236664,0,.2787505090236664,.7487950325012207,0,.7487950325012207,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999952,1,.99991119,,.64999998,,
2005,18020116,174381.9846809208,173444.9218787774,937.062803812325,174381.9846809208,173444.9218787774,937.062803812325,174381.95969823,173444.9218787774,937.0378211215138,.2628150582313538,0,.2628150582313538,.7616462111473083,0,.7616462111473083,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999988,1,.99997461,,.89999998,,
2006,18020116,174381.9887932837,173444.9218787774,937.0669161751866,174381.9887932837,173444.9218787774,937.0669161751866,174381.95969823,173444.9218787774,937.0378211215138,.2669274210929871,0,.2669274210929871,.7727838754653931,0,.7727838754653931,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,1,1,1,,1,,
2007,18020116,174382.0973600149,173444.9218787774,937.1754829064012,174382.0973600149,173444.9218787774,937.1754829064012,174381.95969823,173444.9218787774,937.0378211215138,.3754941523075104,0,.3754941523075104,.7839215397834778,0,.7839215397834778,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999946,1,.99989849,,.60000002,,
2008,18020116,174382.1773799658,173444.9218787774,937.2555028572679,174382.1773799658,173444.9218787774,937.2555028572679,174381.95969823,173444.9218787774,937.0378211215138,.4555141031742096,0,.4555141031742096,.7950592041015625,0,.7950592041015625,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999911,1,.99983501,,.34999999,,
2009,18020116,174382.0955437124,173444.9218787774,937.1736666038632,174382.0955437124,173444.9218787774,937.1736666038632,174381.95969823,173444.9218787774,937.0378211215138,.3736778497695923,0,.3736778497695923,.806196928024292,0,.806196928024292,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999917,1,.99984771,,.40000001,,
2010,18020116,174382.1473939121,173444.9218787774,937.2255168035626,174382.1473939121,173444.9218787774,937.2255168035626,174381.95969823,173444.9218787774,937.0378211215138,.4255280494689941,0,.4255280494689941,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999934,1,.9998731,,.5,,
2011,18020116,174382.1095943153,173444.9218787774,937.1877172067761,174382.1095943153,173444.9218787774,937.1877172067761,174381.95969823,173444.9218787774,937.0378211215138,.3877284526824951,0,.3877284526824951,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.9999997,1,.99994922,,.80000001,,
2012,18020116,174382.0613767207,173444.9218787774,937.1394996121526,174382.0613767207,173444.9218787774,937.1394996121526,174381.95969823,173444.9218787774,937.0378211215138,.3395108580589294,0,.3395108580589294,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999952,1,.99991119,,.64999998,,
2013,18020116,174382.1515405476,173444.9218787774,937.229663439095,174382.1515405476,173444.9218787774,937.229663439095,174381.95969823,173444.9218787774,937.0378211215138,.4296746850013733,0,.4296746850013733,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999911,1,.99983501,,.34999999,,
2014,18020116,174382.2072632313,173444.9218787774,937.2853861227632,174382.2072632313,173444.9218787774,937.2853861227632,174381.95969823,173444.9218787774,937.0378211215138,.4853973686695099,0,.4853973686695099,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999869,1,.9997589,,.050000001,,
2015,18020116,174382.105653286,173444.9218787774,937.1837761774659,174382.105653286,173444.9218787774,937.1837761774659,174381.95969823,173444.9218787774,937.0378211215138,.3837874233722687,0,.3837874233722687,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999893,1,.99979693,,.2,,
2016,18020116,174382.0300541222,173444.9218787774,937.1081770136952,174382.0300541222,173444.9218787774,937.1081770136952,174381.95969823,173444.9218787774,937.0378211215138,.308188259601593,0,.308188259601593,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999946,1,.99989849,,.60000002,,
2017,18020116,174382.0037349164,173444.9218787774,937.0818578079343,174382.0037349164,173444.9218787774,937.0818578079343,174381.95969823,173444.9218787774,937.0378211215138,.2818690538406372,0,.2818690538406372,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999982,1,.99996191,,.85000002,,
2018,18020116,174382.122205615,173444.9218787774,937.2003285065293,174382.122205615,173444.9218787774,937.2003285065293,174381.95969823,173444.9218787774,937.0378211215138,.4003397524356842,0,.4003397524356842,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999911,1,.99983501,,.34999999,,
2019,18020116,174382.1086004972,173444.9218787774,937.1867233887315,174382.1086004972,173444.9218787774,937.1867233887315,174381.95969823,173444.9218787774,937.0378211215138,.3867346346378326,0,.3867346346378326,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999964,1,.99993652,,.75,,
2020,18020116,174382.1361533999,173444.9218787774,937.21427629143,174382.1361533999,173444.9218787774,937.21427629143,174381.95969823,173444.9218787774,937.0378211215138,.4142875373363495,0,.4142875373363495,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999893,1,.99979693,,.2,,
2021,18020116,174382.1697720885,173444.9218787774,937.2478949800134,174382.1697720885,173444.9218787774,937.2478949800134,174381.95969823,173444.9218787774,937.0378211215138,.4479062259197235,0,.4479062259197235,.9946807622909546,0,.9946807622909546,.2378323674201965,0,.2378323674201965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174381.7218658626,173444.9218787774,936.7999870851636,.99999869,1,.9997589,,.050000001,,
1993,18020121,620088.923056528,590253.524954237,29835.39805651456,620088.923056528,590253.524954237,29835.39805651456,620247.2195576876,590253.524954237,29993.69455767423,117.9255752563477,0,117.9255752563477,308.0938415527344,0,308.0938415527344,276.2220764160156,0,276.2220764160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619970.9974660128,590253.524954237,29717.47251177579,1,1,1,,1,,
1994,18020121,620101.6717671603,590253.524954237,29848.14676714689,620101.6717671603,590253.524954237,29848.14676714689,620247.2195576876,590253.524954237,29993.69455767423,130.6742858886719,0,130.6742858886719,318.7177734375,0,318.7177734375,276.2220764160156,0,276.2220764160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619970.9974660128,590253.524954237,29717.47251177579,.99977732,1,.9953953,,.5,,
1995,18020121,620052.801711008,590253.524954237,29799.27671099454,620052.801711008,590253.524954237,29799.27671099454,620247.2195576876,590253.524954237,29993.69455767423,81.80422973632813,0,81.80422973632813,331.9976806640625,0,331.9976806640625,276.2220764160156,0,276.2220764160156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619970.9974660128,590253.524954237,29717.47251177579,1,1,1,,1,,
