year,huc8,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2009,18030006,487867.4395400211,485570.0395339057,2297.400006115437,487990.3103896305,485667.9103835151,2322.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,28.40973472595215,28.40973472595215,0,73.97976684570313,73.97976684570313,0,91.39302825927734,91.39302825927734,0,170240.1014404297,168207.1014404297,2033,170362.9713134766,168304.9713134766,2058,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.67101067,.67065877,.76609915,.40000001,,.37809241,.73839158
2010,18030006,539192.1058303043,536917.7058241889,2274.400006115437,557387.6458693668,555328.2458632514,2059.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,54.17100143432617,54.17100143432617,0,68.58101654052734,68.58101654052734,0,91.39302825927734,91.39302825927734,0,221539.0054931641,219529.0054931641,2010,239734.5377197266,237939.5377197266,1795,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.71502393,.71412313,.95844012,.5,,.46016246,.95351702
2011,18030006,582544.4224196598,580878.0224135444,1666.400006115437,565747.0592604801,563875.6592543647,1871.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,48.69744491577148,48.69744491577148,0,68.58101654052734,68.58101654052734,0,91.39302825927734,91.39302825927734,0,264896.8034667969,263494.8034667969,1402,248099.4422607422,246492.4422607422,1607,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.74196464,.74100971,1,.80000001,,.5108692,1
2012,18030006,417031.544581525,415233.1445754096,1798.400006115437,414910.160182111,413293.7601759955,1616.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,73.8216552734375,73.8216552734375,0,68.58101654052734,68.58101654052734,0,91.39302825927734,91.39302825927734,0,99358.79724121094,97824.79724121094,1534,97237.41284179688,95885.41284179688,1352,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.57424754,.57417256,.5945161,.64999998,,.19578484,.54648298
2013,18030006,434043.7289382145,432214.328932099,1829.400006115437,435722.7289382145,433850.328932099,1872.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,37.29838180541992,37.29838180541992,0,68.58101654052734,68.58101654052734,0,91.39302825927734,91.39302825927734,0,116407.5031738281,114842.5031738281,1565,118086.5031738281,116478.5031738281,1608,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.58996862,.58965927,.6735459,.34999999,,.22511309,.63487458
2014,18030006,348104.1998416111,346975.7998354957,1128.400006115437,346866.1998416111,345773.7998354957,1092.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,6.890340328216553,6.890340328216553,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,30498.38408088684,29634.38408088684,864,29260.38408088684,28432.38408088684,828,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.46939823,.4704358,.18903221,.050000001,,0,.092965953
2015,18030006,352661.395388715,351504.9953825995,1156.400006115437,352695.4848891422,351547.0848830268,1148.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,13.37037563323975,13.37037563323975,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,35049.09958648682,34157.09958648682,892,35083.18908691406,34199.18908691406,884,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.46926522,.47045612,.14747237,.2,,0,.046482977
2016,18030006,435984.5294448063,434483.1294386908,1501.400006115437,439854.3393813297,438332.9393752143,1521.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,32.69093704223633,32.69093704223633,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,118352.9096679688,117115.9096679688,1237,122222.7196044922,120965.7196044922,1257,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.65065074,.65030813,.74323022,.60000002,,.33960286,.71281362
2017,18030006,608904.4826918766,607193.0826857612,1711.400006115437,616164.8934584782,614268.4934523627,1896.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,47.7557487487793,47.7557487487793,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,291257.7976074219,289810.7976074219,1447,298518.2259521484,296886.2259521484,1632,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.99997973,.99997967,1,.85000002,,1,1
2018,18030006,489131.806666486,486949.4066603705,2182.400006115437,492415.91372215,490240.5137160346,2175.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,39.68154144287109,39.68154144287109,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,171493.1977539063,169575.1977539063,1918,174777.3028564453,172866.3028564453,1911,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.67648047,.67576027,.87109834,.34999999,,.38774094,.85582882
2019,18030006,626239.9881240055,624183.5881178901,2056.400006115437,613523.3511611149,611487.9511549994,2035.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,71.93672180175781,71.93672180175781,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,308569.1298828125,306777.1298828125,1792,295852.4929199219,294081.4929199219,1771,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.99209851,.99206924,1,.75,,.98508435,1
2020,18030006,423470.6431533024,421680.2431471869,1790.400006115437,421910.856288068,420283.4562819526,1627.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,20.09104156494141,20.09104156494141,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,105851.6222839355,104325.6222839355,1526,104291.8382263184,102928.8382263184,1363,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.59546995,.59510022,.69538134,.2,,.23542827,.65929663
2021,18030006,359260.35903465,357838.9590285346,1421.400006115437,358613.35903465,357237.9590285346,1375.400006115437,677060.4945937321,674564.0945876166,2496.400006115437,14.45937919616699,14.45937919616699,0,67.46193695068359,67.46193695068359,0,91.39302825927734,91.39302825927734,0,41646.97358703613,40489.97358703613,1157,40999.97358703613,39888.97358703613,1111,359370.1898193359,357138.1898193359,2232,0,0,0,0,0,0,317598.9254409,317334.5254347846,264.4000061154366,.54286635,.54325217,.4386116,.050000001,,.13753587,.37211022
1993,18030007,896014.9900602475,894590.1900434941,1424.800016477704,885745.8157438412,884205.0157270879,1540.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,165.3921661376953,165.3921661376953,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,218638.4147949219,217742.4147949219,896,208369.2409667969,207357.2409667969,1012,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.98333794,.98330176,1,1,,.92988139,1
1994,18030007,747221.0693449154,745543.2693281621,1677.800016477704,769112.2651456967,767491.4651289433,1620.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,82.86616516113281,82.86616516113281,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,69927.01031494141,68778.01031494141,1149,91818.21588134766,90726.21588134766,1092,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.83787483,.83783799,.85483199,.5,,.31942752,.80000001
1995,18030007,837854.9852995053,836195.1852827519,1659.800016477704,818132.5585416928,816397.7585249394,1734.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,135.3627777099609,135.3627777099609,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,160508.439453125,159377.439453125,1131,140786.0051269531,139580.0051269531,1206,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,1,1,1,1,,1,1
1996,18030007,843457.6552824154,841502.8552656621,1954.800016477704,841325.4736417904,839435.6736250371,1889.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,314.7577514648438,314.7577514648438,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,165931.7141113281,164505.7141113281,1426,163799.5327148438,162438.5327148438,1361,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.94104868,.94092071,1,1,,.75191641,1
1997,18030007,817055.8868497983,815145.0868330449,1910.800016477704,817584.3421720639,815672.5421553105,1911.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,29.72376251220703,29.72376251220703,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,139814.9719238281,138432.9719238281,1382,140343.4274902344,138960.4274902344,1383,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.94357407,.94345158,1,1,,.76254392,1
1998,18030007,773159.3657316342,771807.5657148808,1351.800016477704,789276.9492887631,787919.1492720097,1357.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,27.4754467010498,27.4754467010498,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,95920.69937133789,95097.69937133789,823,112038.2907409668,111209.2907409668,829,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.8742522,.87397921,1,1,,.47081807,1
1999,18030007,821072.8257536069,819062.0257368535,2010.800016477704,804597.5894254819,802651.7894087285,1945.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,384.9977416992188,384.9977416992188,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,143476.6448974609,141994.6448974609,1482,127001.4007568359,125584.4007568359,1417,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.88661015,.88636392,1,1,,.52282369,1
2000,18030007,829259.7393888608,827553.9393721074,1705.800016477704,831600.9901212826,829788.1901045293,1812.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,267.4779968261719,267.4779968261719,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,151781.0626220703,150604.0626220703,1177,154122.3211669922,152838.3211669922,1284,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.88213187,.88187593,1,.89999998,,.50405222,1
2001,18030007,753802.4950651303,751785.6950483769,2016.800016477704,755883.432076849,753818.6320600957,2064.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,112.5832901000977,112.5832901000977,0,157.4619293212891,157.4619293212891,0,157.4619293212891,157.4619293212891,0,76478.72088623047,74990.72088623047,1488,78559.65985107422,77023.65985107422,1536,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.86441445,.86412007,1,.38999999,,.42987204,1
2002,18030007,767230.2637418881,765113.4637251347,2116.800016477704,764819.6447233334,762736.84470658,2082.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,128.2311553955078,128.2311553955078,0,148.1962585449219,148.1962585449219,0,157.4619293212891,157.4619293212891,0,89890.84558105469,88302.84558105469,1588,87480.220703125,85926.220703125,1554,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.86979067,.86950803,1,.69999999,,.4522661,1
2003,18030007,809222.629670538,807067.8296537846,2154.800016477704,807079.354279913,804897.5542631596,2181.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,140.6407470703125,140.6407470703125,0,147.6647491455078,147.6647491455078,0,157.4619293212891,157.4619293212891,0,131870.7978744507,130244.7978744507,1626,129727.5224838257,128074.5224838257,1653,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.8659035,.86561233,1,.89999998,,.43575877,1
2004,18030007,768567.2475065365,766009.4474897832,2557.800016477704,807965.5827116147,805371.7826948613,2593.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,119.6192474365234,119.6192474365234,0,127.8657302856445,127.8657302856445,0,157.4619293212891,157.4619293212891,0,91236.43737792969,89207.43737792969,2029,130634.7725830078,128569.7725830078,2065,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.86978185,.86949915,1,.64999998,,.4522661,1
2005,18030007,923809.4212125912,921390.6211958379,2418.800016477704,916829.0994352475,914401.2994184941,2427.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,186.4017028808594,186.4017028808594,0,127.8657302856445,127.8657302856445,0,157.4619293212891,157.4619293212891,0,246411.8200569153,244521.8200569153,1890,239431.5139045715,237532.5139045715,1899,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.99917531,.99917352,1,.89999998,,.99660379,1
2006,18030007,850655.3245939389,848037.5245771855,2617.800016477704,836544.2133878842,833968.4133711308,2575.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,143.78466796875,143.78466796875,0,127.46044921875,127.46044921875,0,157.4619293212891,157.4619293212891,0,173300.3489990234,171211.3489990234,2089,159189.2377929688,157142.2377929688,2047,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,1,1,1,1,,1,1
2007,18030007,741154.9877409115,738276.1877241582,2878.800016477704,723689.3869108334,720743.58689408,2945.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,115.7152481079102,115.7152481079102,0,127.46044921875,127.46044921875,0,157.4619293212891,157.4619293212891,0,63828.07861328125,61478.07861328125,2350,46362.478515625,43945.478515625,2417,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.82458466,.82475537,.745956,.60000002,,.26441687,.64999998
2008,18030007,744922.5495390072,742326.7495222539,2595.800016477704,744088.1882108822,741534.3881941289,2553.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,45.05138778686523,45.05138778686523,0,127.46044921875,127.46044921875,0,157.4619293212891,157.4619293212891,0,67666.30725097656,65599.30725097656,2067,66831.94982910156,64806.94982910156,2025,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.91282505,.9126358,1,.34999999,,.6336273,1
2009,18030007,799343.8960661069,796745.0960493535,2598.800016477704,800458.0366911069,797875.2366743535,2582.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,48.94740676879883,48.94740676879883,0,127.46044921875,127.46044921875,0,157.4619293212891,157.4619293212891,0,122083.7499389648,120013.7499389648,2070,123197.8983764648,121143.8983764648,2054,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.85883868,.85889465,.83305681,.40000001,,.40792218,.76999998
2010,18030007,840178.1338590756,837728.3338423222,2449.800016477704,854694.7979215756,852280.9979048222,2413.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,93.33174133300781,93.33174133300781,0,118.1589050292969,118.1589050292969,0,157.4619293212891,157.4619293212891,0,162873.6112060547,160952.6112060547,1921,177390.2752685547,175505.2752685547,1885,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.87819064,.87792617,1,.5,,.48776439,1
2011,18030007,871728.0409635678,869463.2409468144,2264.800016477704,857685.9586881772,855385.1586714238,2300.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,83.90129852294922,83.90129852294922,0,118.1589050292969,118.1589050292969,0,157.4619293212891,157.4619293212891,0,194432.9487304688,192696.9487304688,1736,180390.8586425781,178618.8586425781,1772,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.8871128,.8868677,1,.80000001,,.52508783,1
2012,18030007,737759.6093229428,735280.8093061894,2478.800016477704,735980.9569791928,733662.1569624394,2318.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,127.1880493164063,127.1880493164063,0,118.1589050292969,118.1589050292969,0,157.4619293212891,157.4619293212891,0,60421.23028564453,58471.23028564453,1950,58642.58184814453,56852.58184814453,1790,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.80994058,.81031585,.63708007,.64999998,,.20374592,.5
2013,18030007,728230.9732145444,725944.173197791,2286.800016477704,729119.7700895444,726668.970072791,2450.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,64.26174163818359,64.26174163818359,0,118.1589050292969,118.1589050292969,0,157.4619293212891,157.4619293212891,0,50955.5205078125,49197.5205078125,1758,51844.3173828125,49922.3173828125,1922,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.82010341,.82031167,.72418082,.34999999,,.24594311,.62
2014,18030007,695039.1274809018,692906.3274641484,2132.800016477704,694699.8061918393,692572.0061750859,2127.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,11.87143325805664,11.87143325805664,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,17816.06518554688,16212.06518554688,1604,17476.74389648438,15877.74389648438,1599,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.76063275,.76168895,.27416012,.050000001,,0,0
2015,18030007,696099.3048490658,694248.5048323125,1850.800016477704,695813.3604520932,693987.5604353398,1825.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,23.03594970703125,23.03594970703125,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,18865.07806396484,17543.07806396484,1322,18579.13366699219,17282.13366699219,1297,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.76065928,.76171553,.27416012,.2,,0,0
2016,18030007,765220.1574186459,763283.3574018925,1936.800016477704,765428.2316984311,763472.4316816777,1955.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,56.32353591918945,56.32353591918945,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,87952.64300537109,86544.64300537109,1408,88160.71728515625,86733.71728515625,1427,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.85001701,.85008538,.81854004,.60000002,,.37078172,.75
2017,18030007,847722.0649503842,845657.2649336308,2064.800016477704,862294.5589689389,860251.7589521855,2042.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,82.27883911132813,82.27883911132813,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,170428.5874023438,168892.5874023438,1536,185001.0975341797,183487.0975341797,1514,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.99997348,.99997342,1,.84999996,,1,1
2018,18030007,799291.779733099,797453.9797163457,1837.800016477704,796561.8457731381,794746.0457563847,1815.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,68.36771392822266,68.36771392822266,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,122012.2211303711,120703.2211303711,1309,119282.2949829102,117995.2949829102,1287,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.85914356,.85902685,.9128992,.34999999,,.40851468,.88
2019,18030007,862314.2083219662,860508.4083052129,1805.800016477704,852705.8469938412,850904.0469770879,1801.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,123.9404754638672,123.9404754638672,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,184979.076965332,183702.076965332,1277,175370.715637207,174097.715637207,1273,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.99861073,.9986077,1,.75,,.99433964,1
2020,18030007,737966.7467893735,736072.9467726201,1893.800016477704,735370.6228269711,733575.8228102177,1794.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,34.61504745483398,34.61504745483398,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,60720.9427947998,59355.9427947998,1365,58124.8207244873,56858.8207244873,1266,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.82289982,.82306689,.745956,.2,,.25762448,.64999998
2021,18030007,707970.0317472592,706335.2317305058,1634.800016477704,707831.6020597592,706222.8020430058,1608.800016477704,890336.4494718686,888407.6494551152,1928.800016477704,24.91220474243164,24.91220474243164,0,116.2308197021484,116.2308197021484,0,157.4619293212891,157.4619293212891,0,30733.93154907227,29627.93154907227,1106,30595.50186157227,29515.50186157227,1080,212967.8049316406,211567.8049316406,1400,0,0,0,0,0,0,677211.190835394,676682.3908186406,528.8000169470906,.79827243,.79878002,.56449604,.050000001,,.15575153,.40000001
1993,18030009,1399483.557835616,1331003.643168867,68479.91759643704,1507503.062230147,1445349.702556074,62153.36327514797,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,735040.8470458984,673214.0387268066,61826.80010986328,843060.3436279297,787560.0903015137,55500.24578857422,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.7477904,.73804688,.98427045,,,.55155396,.98248816
1994,18030009,1225306.59042839,1182944.719218671,42361.88073120266,1144004.285008468,1101075.168925703,42929.13652954251,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,560863.8864746094,525155.1216125488,35708.76324462891,479561.55859375,443285.5488586426,36276.01904296875,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.62273532,.6147536,.8172096,,,.34048411,.79649764
1995,18030009,1376616.952366866,1354970.556621015,21646.4006286636,1483549.725560226,1462400.651072919,21149.07573852688,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,712174.2337646484,697180.9443664551,14993.28314208984,819106.9952392578,804611.0270996094,14495.95825195313,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,1,1,1,,,1,1
1996,18030009,1556403.352879561,1491834.459483564,64568.89495239407,1495130.909031905,1430701.785716474,64429.15416870266,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,891960.6499023438,834044.8628540039,57915.77746582031,830688.1845703125,772912.1676025391,57776.03668212891,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.95733285,.95557922,1,,,.92395467,1
1997,18030009,1679071.803563155,1614960.629374921,64111.19078979641,1650618.10995964,1586553.927379072,64064.17864380032,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,1014629.088867188,957171.0210266113,57458.07330322266,986175.3952636719,928764.3190307617,57411.06115722656,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.93333316,.93071753,.99685407,,,.88139302,.99649763
1998,18030009,1408825.50449089,1346131.991008222,62693.50573120266,1488409.876317061,1425557.973582685,62851.93468628079,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,744382.7822265625,688342.3750915527,56040.38824462891,823967.1459960938,767768.349609375,56198.81719970703,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.96157247,.95999295,1,,,.93151063,1
1999,18030009,1607856.971287765,1561130.707591474,46726.28087768704,1516858.212742843,1470324.896617353,46533.35582885891,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,943414.2722167969,903341.1148681641,40073.16339111328,852415.48828125,812535.278503418,39880.23834228516,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.81731695,.80993342,.99685407,,,.67461884,.99649763
2000,18030009,1426533.913182296,1382369.716624677,44164.2297302261,1474284.754124679,1430011.416514814,44273.34972534329,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,762091.2023925781,724580.1121826172,37511.11224365234,809842.0433349609,772221.8120727539,37620.23223876953,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.7911824,.78284907,.99370819,,,.62825233,.99299526
2001,18030009,1341844.618626632,1280208.894816816,61635.73162231594,1321773.14914421,1260172.748210371,61600.42437133938,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,677401.8924560547,622419.2749938965,54982.61413574219,657330.421875,602383.1272888184,54947.30688476563,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.70659858,.69511229,.98552883,,,.47805279,.9838891
2002,18030009,1388180.698704757,1323857.884288251,64322.81090698391,1402209.638035811,1337057.431407392,65152.21941528469,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,723737.9718017578,666068.2637329102,57669.69342041016,737766.912109375,679267.8118286133,58499.10192871094,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.81219327,.80459917,.99685407,,,.66548693,.99649763
2003,18030009,1453102.185643233,1388542.705027997,64559.47844848782,1444609.285618819,1380602.242015302,64007.06743774563,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,788659.4760742188,730753.1018066406,57906.36096191406,780166.5760498047,722812.6387939453,57353.94995117188,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.83576608,.82901639,1,,,.70728761,1
2004,18030009,1442026.248753585,1381418.045360029,60608.22503051907,1406394.144139327,1346023.66504997,60370.46575317532,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,777583.5418701172,723628.4448242188,53955.10754394531,741951.4372558594,688234.0645141602,53717.34826660156,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.81219327,.80459917,.99685407,,,.66548693,.99649763
2005,18030009,1473540.08273796,1409396.226115644,64143.89739380032,1522370.048069991,1458076.280192792,64293.74907837063,1647108.261326827,1581739.031199872,65369.26909790188,0,0,0,0,0,0,0,0,0,809097.3748779297,751606.6246032715,57490.77990722656,857927.3406982422,800286.6791687012,57640.63159179688,982665.5349121094,923949.4111328125,58716.15161132813,0,0,0,0,0,0,664442.7103014365,657789.60444206,6653.11708984524,.92579705,.92274761,1,,,.86774909,1
